nflId,mean,count
30842.0,0.8584718614718615,3
37077.0,0.6758227049617049,20
37079.0,0.6745905344866591,17
37101.0,0.9709933333333334,5
37139.0,0.7866350408850409,18
38696.0,0.6513068324612861,33
39212.0,0.8158786408730159,8
39975.0,0.9563769841269841,16
39983.0,0.6961524863716531,18
39989.0,0.705708661646995,18
40011.0,0.7344425354636689,23
40024.0,0.7704115229215229,10
40026.0,0.6997059653943939,14
40078.0,0.8824794238683127,9
40138.0,0.9580864705882353,24
40149.0,0.8097177830940989,8
40488.0,0.6619079850089337,26
41230.0,0.7852641611915422,21
41233.0,0.6059299931509241,15
41246.0,0.774719812310314,32
41282.0,0.7353895931013431,40
41290.0,0.7789013549491935,39
41292.0,0.7141433212121213,25
41325.0,0.8287364157916158,15
41327.0,0.3836909090909091,1
41349.0,0.8134160019768591,21
41712.0,1.0,5
41808.0,0.798955698005698,6
42033.0,0.7863595598261387,15
42302.0,0.7210820512820513,2
42347.0,0.6482341853898927,23
42357.0,0.7304177470348582,27
42358.0,1.0,12
42363.0,0.7301103013283013,15
42369.0,0.6350767482517483,8
42372.0,0.8678361111111111,3
42397.0,0.6229503896103896,4
42398.0,0.7422272727272727,2
42412.0,0.7735750577885693,23
42419.0,0.7985105642633229,4
42428.0,0.8485069090909091,10
42437.0,0.9497518660287082,11
42448.0,0.8135050042016806,10
42469.0,1.0,1
42489.0,0.7791076325166062,20
42500.0,0.7689160311986865,10
42503.0,0.5435,1
42547.0,0.7281156105562048,31
42589.0,0.8255460090702947,14
42718.0,0.9171987589818537,10
42721.0,0.5925459595959596,3
42794.0,0.7128397937931634,12
42818.0,0.77664,2
43293.0,0.9931904761904763,14
43324.0,0.8225143973055931,20
43329.0,0.7547277722227496,13
43334.0,0.9482719834710743,11
43336.0,0.6040423868107202,27
43344.0,0.7526280433278119,39
43362.0,0.9981312820512821,13
43370.0,0.7072462321805179,14
43396.0,0.7784012319097406,18
43399.0,0.8034471713427159,38
43415.0,0.7097406815843019,13
43445.0,1.0,1
43454.0,0.7624444397708877,26
43487.0,0.688825,2
43495.0,0.685925855088953,36
43584.0,0.7801266666666666,4
43722.0,0.8988038961038961,14
43808.0,0.6427970921247211,22
43845.0,0.8164782051282051,4
43971.0,0.8770095238095238,2
44792.0,0.7854007221549142,18
44816.0,0.9453675008464925,14
44817.0,0.7127340256885971,35
44819.0,0.7125433251085591,26
44820.0,0.9252792804232804,15
44831.0,0.7956833333333333,4
44835.0,0.6957445004138019,32
44841.0,0.8277013641173642,15
44849.0,0.7025898272860365,35
44852.0,0.7497046218332726,29
44853.0,0.8991922848788638,19
44856.0,0.8908056656593638,19
44860.0,0.8409169741369741,31
44874.0,0.7345545576482342,26
44879.0,0.9151163642729819,14
44881.0,0.7769292863064158,46
44896.0,0.8762437426900584,8
44898.0,0.9492723076923077,13
44901.0,0.9651785714285714,2
44908.0,0.6746635101010101,16
44912.0,0.8377439393939393,12
44917.0,0.9060770952380952,20
44927.0,0.8853942097133252,17
44930.0,0.6530850422593281,28
44931.0,0.6495568891135091,35
44947.0,0.9337552380952381,10
44978.0,0.8899142857142857,3
44985.0,0.8511383032756717,11
44987.0,0.8138118727179253,8
44990.0,0.6749032098765432,9
44995.0,0.8901453915695531,21
45052.0,0.7769819601504886,33
45094.0,0.8414228271728271,13
45102.0,0.6959615384615385,4
45185.0,0.7133830303030303,2
45186.0,0.9782266666666667,5
45244.0,0.7344637658637659,3
45268.0,0.9427240522875818,6
45280.0,0.8087333333333334,3
45339.0,0.8124460529100529,15
45355.0,0.7181200000000001,2
45573.0,0.9624883333333333,10
45635.0,0.8222917751414291,17
45785.0,0.7655073333333333,5
45900.0,0.7925333333333334,1
46071.0,0.9459828625353885,17
46093.0,0.6598122364302365,20
46094.0,0.7872137727482488,39
46096.0,0.9548827053140096,15
46100.0,0.9802970370370372,9
46104.0,0.9875560784313725,7
46109.0,0.6624750094251627,40
46111.0,0.8483366666666666,8
46113.0,0.6229475036075036,9
46116.0,0.7096634280485596,36
46118.0,0.7787760151939565,22
46130.0,0.6446659918052847,32
46155.0,0.7595719295995319,27
46170.0,0.8390929752066115,11
46173.0,0.9191856841198017,17
46189.0,0.8515374125874126,13
46192.0,0.9670917460638777,12
46203.0,0.948644937685219,17
46206.0,0.7101258373312149,37
46213.0,0.5914673015873015,6
46226.0,0.7688225151083181,35
46243.0,0.6996051613537978,22
46256.0,0.6538368969126112,7
46263.0,0.8465635770975056,14
46270.0,0.9554363636363636,4
46276.0,0.6325919154065308,13
46277.0,0.7790411463844796,12
46279.0,0.7847969283231688,23
46309.0,0.7803114676091487,18
46331.0,0.6848843722943723,11
46362.0,0.718340011318619,3
46377.0,0.9826909090909091,10
46461.0,0.7103090909090909,2
46506.0,0.8841639676113361,4
46522.0,0.8068073232323233,3
46671.0,0.6920141496598639,7
46797.0,0.7719147855592683,13
46830.0,1.0,1
46992.0,0.8343413383838384,6
47749.0,0.8648240821678321,4
47791.0,0.7324598904630722,22
47803.0,0.7789055208669325,15
47807.0,0.747962480376766,14
47808.0,0.7648820718024666,27
47819.0,0.7524036567136567,26
47833.0,0.6901731237281238,13
47834.0,0.6874881403133528,26
47835.0,0.7018792202194357,8
47836.0,0.9595318326118326,14
47839.0,0.745655345933736,19
47842.0,0.8152493694276961,40
47845.0,0.7438148299319728,7
47847.0,0.70894468428397,28
47849.0,0.6379211258978712,31
47852.0,0.724454945054945,4
47853.0,0.9718233333333334,31
47856.0,0.9859663859649123,12
47857.0,0.9999717171717172,9
47859.0,0.642324859784823,32
47870.0,0.9476693121693123,9
47876.0,0.3944848484848485,1
47879.0,0.8203354924242424,16
47885.0,0.8405366666666666,4
47896.0,0.9669743106893107,8
47911.0,0.9783285714285714,11
47920.0,0.774724126984127,5
47924.0,0.9352177777777778,6
47932.0,0.6281960041164638,33
47970.0,0.8982543434343434,6
47987.0,0.9848183600713012,8
48011.0,0.8854,2
48096.0,0.9701295220588235,4
48097.0,0.7385208528138528,24
48118.0,0.793001502627807,14
48207.0,0.9877947368421053,4
48233.0,0.9792680272108844,7
48374.0,0.818950084162388,18
48415.0,0.665086,5
48475.0,0.983252380952381,4
48489.0,0.7317857169021454,14
48530.0,0.771770303030303,3
48541.0,0.9984000000000001,1
48556.0,0.5506585537918871,3
48601.0,0.6161,1
48646.0,0.8508152515119485,29
48657.0,0.6315189792663477,3
48683.0,0.7171017507002801,8
48723.0,0.7251950977305522,11
48988.0,0.8396,2
52423.0,0.7189660959918087,36
52425.0,0.7157883531089323,38
52430.0,0.727570017725591,28
52433.0,0.7368015004987893,25
52440.0,0.9288213756613757,10
52441.0,0.7658963492063492,14
52442.0,0.8139097043264064,47
52443.0,0.930128502415459,23
52449.0,0.9139134058534059,27
52451.0,0.8818179337231968,9
52454.0,0.6846783439034858,28
52457.0,0.7008731926453565,28
52460.0,0.9307644444444444,5
52470.0,0.9037703009834368,16
52474.0,0.9797010859728507,17
52489.0,0.7211197053872054,12
52494.0,0.9190859932659934,9
52500.0,0.7000221236690781,18
52502.0,0.8810777083333333,8
52513.0,0.9517466666666667,3
52520.0,0.9464098181818181,10
52523.0,0.7355837465564737,11
52526.0,0.764890117965368,30
52536.0,0.7531322947126609,24
52541.0,0.7163990578049401,6
52544.0,0.66386,2
52574.0,0.5070769230769231,1
52581.0,0.7659714884649309,18
52584.0,0.7012097579550887,22
52595.0,0.6545023913606522,23
52598.0,1.0,3
52608.0,0.7117780808080808,22
52609.0,0.7500424242424243,3
52614.0,0.8011973333333333,5
52625.0,0.7816104212510749,19
52630.0,0.998114705882353,8
52660.0,0.5302728888888889,5
52708.0,0.6224000000000001,1
52725.0,0.9445176470588235,1
52733.0,0.9463943703703703,15
52778.0,0.45266428571428574,2
52858.0,0.7432977777777777,3
52907.0,0.8442343434343433,3
52942.0,0.7993406845238096,24
53047.0,0.6777508823529412,4
53074.0,0.625572048951049,15
53079.0,0.6922805194805195,2
53098.0,0.6225951872201873,6
53117.0,0.8465400000000001,1
53433.0,0.7541402296995934,22
53434.0,0.7163033392341241,56
53435.0,0.7349170858287729,22
53439.0,0.6330297949337019,29
53449.0,0.9801904761904762,3
53453.0,0.9055829863119337,13
53454.0,0.9453258922558923,18
53456.0,0.7410789291132148,21
53463.0,0.7250302777916305,45
53464.0,0.934644128021579,27
53484.0,0.6887541373360938,23
53485.0,0.7455122807017543,3
53486.0,0.8069713419913419,6
53506.0,0.7565472495982923,22
53510.0,0.8924666666666666,2
53511.0,1.0,1
53512.0,0.8636810828169651,6
53518.0,0.744249061964676,27
53520.0,0.7532597611911898,7
53526.0,0.8361598617395676,12
53536.0,0.9448135471831753,20
53541.0,0.6528296914333267,31
53549.0,0.983931851851852,3
53553.0,0.7792680941692053,9
53556.0,0.8166435179105496,25
53558.0,0.8016961538461538,2
53560.0,0.6180357142857142,2
53576.0,0.6906304476197709,21
53579.0,0.8845065740740741,6
53591.0,0.8624358333333333,8
53608.0,0.7659589826839827,14
53612.0,0.9846538461538461,13
53623.0,0.9913212121212122,3
53633.0,0.8112484748872811,17
53640.0,0.8829684210526315,1
53646.0,1.0,1
53658.0,0.7860944444444444,4
53678.0,0.7185250968100605,36
53687.0,0.661180185758514,2
53707.0,0.8562,1
53896.0,0.822805982905983,3
53932.0,0.6909908333333333,4
53946.0,0.7119670033670035,3
53959.0,0.7777787037037037,6
54473.0,0.7595362370962371,22
54475.0,0.6867974834173262,26
54476.0,0.6725314245529594,27
54481.0,0.6613760060329533,30
54483.0,0.7380066938616938,8
54499.0,0.7036305499515548,22
54501.0,0.8957587964056146,22
54508.0,0.7769266666666667,4
54517.0,0.6124453207560615,27
54518.0,0.6570358830409356,30
54519.0,0.6078244444444444,6
54538.0,0.9497909915162237,4
54556.0,0.9153688095238096,6
54564.0,0.7813785185185185,6
54571.0,0.9633284750337383,3
54572.0,0.9590044444444444,3
54577.0,0.6457516083916084,5
54594.0,0.8578933333333333,3
54597.0,0.7184156474775225,20
54604.0,0.728021873015873,15
54608.0,0.6569303827751196,4
54628.0,0.6851584331389285,13
54716.0,0.7099333333333333,2
54725.0,0.8284131468531468,5
54784.0,0.38177142857142854,1
54846.0,1.0,1
54905.0,0.9851916666666667,6
55042.0,0.774339423076923,4
55157.0,0.40880000000000005,2
55158.0,0.6645207620021304,25
