,gameId,playId,nflId,openness
0,2022090800,56,42489.0,0.9277
1,2022090800,56,44985.0,0.742
2,2022090800,56,52536.0,0.46919999999999995
3,2022090800,122,42489.0,0.6650222222222222
4,2022090800,122,44985.0,0.8802857142857142
5,2022090800,122,47857.0,1.0
6,2022090800,122,52536.0,0.6822666666666666
7,2022090800,167,42489.0,0.9488
8,2022090800,167,44985.0,0.948
9,2022090800,167,52494.0,1.0
10,2022090800,212,42818.0,0.6674800000000001
11,2022090800,212,44985.0,0.4132
12,2022090800,212,47879.0,0.62912
13,2022090800,212,52494.0,0.6146933333333333
14,2022090800,212,52536.0,0.4241052631578947
15,2022090800,236,52494.0,0.80744
16,2022090800,236,52536.0,1.0
17,2022090800,236,53079.0,0.40325714285714287
18,2022090800,364,41290.0,0.42140000000000005
19,2022090800,364,43399.0,0.6181333333333333
20,2022090800,364,44881.0,0.9386588235294118
21,2022090800,364,47853.0,0.9998
22,2022090800,364,53678.0,0.82918
23,2022090800,414,41290.0,0.4394
24,2022090800,414,43399.0,1.0
25,2022090800,414,44881.0,0.3204666666666667
26,2022090800,414,47853.0,1.0
27,2022090800,414,53678.0,0.4324666666666666
28,2022090800,438,41290.0,0.6734571428571429
29,2022090800,438,43399.0,0.9795777777777778
30,2022090800,438,44881.0,0.720690909090909
31,2022090800,438,47853.0,1.0
32,2022090800,438,53678.0,1.0
33,2022090800,467,41290.0,0.99918
34,2022090800,467,43399.0,0.7194444444444444
35,2022090800,467,44881.0,0.57114
36,2022090800,467,47853.0,1.0
37,2022090800,467,53678.0,0.96052
38,2022090800,486,41290.0,0.8400000000000001
39,2022090800,486,43399.0,0.6264000000000001
40,2022090800,486,44881.0,0.6063
41,2022090800,486,47853.0,1.0
42,2022090800,486,53678.0,1.0
43,2022090800,550,42489.0,0.86744
44,2022090800,550,44985.0,0.5237052631578948
45,2022090800,550,47857.0,1.0
46,2022090800,550,47879.0,0.9954736842105264
47,2022090800,550,52536.0,0.63242
48,2022090800,569,42489.0,0.6442666666666667
49,2022090800,569,47857.0,1.0
50,2022090800,593,42448.0,1.0
51,2022090800,593,52536.0,1.0
52,2022090800,617,42489.0,0.8768571428571429
53,2022090800,617,44985.0,0.99935
54,2022090800,617,47879.0,1.0
55,2022090800,617,52536.0,0.9852000000000001
56,2022090800,646,42448.0,0.8157333333333333
57,2022090800,646,42818.0,0.6184000000000001
58,2022090800,646,47879.0,0.991725
59,2022090800,646,52536.0,0.9858666666666668
60,2022090800,692,42489.0,1.0
61,2022090800,692,47857.0,1.0
62,2022090800,692,48011.0,1.0
63,2022090800,692,52536.0,0.60156
64,2022090800,692,53079.0,0.7843199999999999
65,2022090800,721,42448.0,0.6208
66,2022090800,721,44985.0,0.80392
67,2022090800,775,41290.0,0.88416
68,2022090800,775,43399.0,0.2851
69,2022090800,775,44881.0,0.9970153846153846
70,2022090800,775,47853.0,1.0
71,2022090800,775,53678.0,0.5142
72,2022090800,818,41290.0,0.9149090909090909
73,2022090800,818,44881.0,0.40903999999999996
74,2022090800,818,47853.0,1.0
75,2022090800,818,52544.0,0.41960000000000003
76,2022090800,818,53678.0,0.9909
77,2022090800,867,42489.0,0.7706285714285714
78,2022090800,867,52494.0,1.0
79,2022090800,867,52536.0,1.0
80,2022090800,954,41290.0,0.5736800000000001
81,2022090800,954,43399.0,0.9884888888888889
82,2022090800,954,44881.0,0.6834
83,2022090800,954,52460.0,1.0
84,2022090800,954,53678.0,0.46309999999999996
85,2022090800,1030,42489.0,0.9665333333333334
86,2022090800,1030,44985.0,0.80512
87,2022090800,1030,47879.0,0.4476
88,2022090800,1030,52536.0,0.5861666666666666
89,2022090800,1102,44985.0,1.0
90,2022090800,1102,52494.0,1.0
91,2022090800,1102,52536.0,0.7908
92,2022090800,1126,52536.0,0.48704000000000003
93,2022090800,1208,41290.0,0.9948
94,2022090800,1208,44881.0,0.6870666666666666
95,2022090800,1208,53486.0,0.8426666666666667
96,2022090800,1230,41290.0,0.41154285714285715
97,2022090800,1230,43399.0,0.2942666666666666
98,2022090800,1230,44881.0,0.5237333333333333
99,2022090800,1230,47853.0,1.0
100,2022090800,1230,53678.0,0.9167714285714286
101,2022090800,1286,41290.0,0.9064
102,2022090800,1286,44881.0,1.0
103,2022090800,1286,53486.0,1.0
104,2022090800,1315,41290.0,0.3518545454545455
105,2022090800,1315,43399.0,0.8515272727272727
106,2022090800,1315,44881.0,0.5997818181818182
107,2022090800,1315,47853.0,0.4308
108,2022090800,1315,53486.0,0.7177538461538462
109,2022090800,1334,41290.0,0.45282
110,2022090800,1334,43399.0,0.83316
111,2022090800,1334,44881.0,0.6934400000000001
112,2022090800,1334,47853.0,1.0
113,2022090800,1334,53486.0,0.8492
114,2022090800,1358,44881.0,1.0
115,2022090800,1427,41290.0,0.8017714285714286
116,2022090800,1427,43399.0,0.5753333333333334
117,2022090800,1427,44881.0,0.7721866666666667
118,2022090800,1427,47853.0,0.7803428571428571
119,2022090800,1427,53678.0,0.5025333333333334
120,2022090800,1504,42448.0,0.770825
121,2022090800,1504,42489.0,0.86004
122,2022090800,1504,47857.0,1.0
123,2022090800,1504,47879.0,0.9868222222222222
124,2022090800,1504,52536.0,0.7517052631578947
125,2022090800,1563,42489.0,0.6098666666666667
126,2022090800,1609,42448.0,0.5599368421052632
127,2022090800,1609,42489.0,0.625
128,2022090800,1609,47879.0,1.0
129,2022090800,1609,52536.0,0.7960941176470588
130,2022090800,1635,41290.0,0.9958666666666667
