,gameId,playId,nflId,min,mean,max
0,2022090800,56,42489.0,0.9148000000000001,0.9383,0.9524
1,2022090800,56,44985.0,0.7787999999999999,0.8073999999999999,0.836
2,2022090800,56,52536.0,0.5252000000000001,0.5669333333333334,0.6084
3,2022090800,122,42489.0,0.5491999999999999,0.8104363636363636,0.9832
4,2022090800,122,44985.0,0.9472,0.98795,1.0
5,2022090800,122,47857.0,1.0,1.0,1.0
6,2022090800,122,52536.0,0.6516,0.8406909090909092,0.972
7,2022090800,167,42489.0,0.92,0.9671,0.998
8,2022090800,167,44985.0,1.0,1.0,1.0
9,2022090800,167,47879.0,0.5287999999999999,0.5287999999999999,0.5287999999999999
10,2022090800,167,52494.0,1.0,1.0,1.0
11,2022090800,212,42818.0,0.5932,0.78548,0.978
12,2022090800,212,44985.0,0.3096,0.4876666666666667,0.6859999999999999
13,2022090800,212,47879.0,0.40080000000000005,0.66646,0.7964
14,2022090800,212,52494.0,0.474,0.7004,1.0
15,2022090800,212,52536.0,0.2572,0.5048727272727273,0.9204
16,2022090800,236,52494.0,0.8648,0.9233454545454546,1.0
17,2022090800,236,52536.0,1.0,1.0,1.0
18,2022090800,236,53079.0,0.4312,0.48674285714285714,0.5791999999999999
19,2022090800,364,41290.0,0.28759999999999997,0.517791304347826,0.9047999999999999
20,2022090800,364,43399.0,0.40959999999999996,0.7670526315789473,0.9712
21,2022090800,364,44881.0,0.6704,0.9587714285714286,1.0
22,2022090800,364,47853.0,1.0,1.0,1.0
23,2022090800,364,53678.0,0.8164,0.9502086956521739,1.0
24,2022090800,414,41290.0,0.3899999999999999,0.5316000000000001,0.7516
25,2022090800,414,43399.0,1.0,1.0,1.0
26,2022090800,414,44881.0,0.28879999999999995,0.40504999999999997,0.5648
27,2022090800,414,47853.0,1.0,1.0,1.0
28,2022090800,414,53678.0,0.3964,0.54175,0.6812
29,2022090800,438,41290.0,0.44199999999999995,0.7013333333333333,1.0
30,2022090800,438,43399.0,0.9708,0.9978526315789473,1.0
31,2022090800,438,44881.0,0.6132,0.8569666666666667,1.0
32,2022090800,438,47853.0,1.0,1.0,1.0
33,2022090800,438,53678.0,1.0,1.0,1.0
34,2022090800,467,41290.0,0.9672,0.9988266666666666,1.0
35,2022090800,467,43399.0,0.6324000000000001,0.8354833333333334,0.9792
36,2022090800,467,44881.0,0.356,0.7541466666666667,0.9984
37,2022090800,467,47853.0,1.0,1.0,1.0
38,2022090800,467,53678.0,0.8616,0.9907199999999999,1.0
39,2022090800,486,41290.0,0.7188,0.8872444444444444,1.0
40,2022090800,486,43399.0,0.6868000000000001,0.7101333333333333,0.7343999999999999
